,contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
93,-1590585250246572231,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design,Bring Your App To Life with CALayers,Building interfaces with ConstraintLayout - Google Developers,Why porting an iOS design to Android will not work,Benchmarks for the Top Server-Side Swift Frameworks vs. Node.js,11 incredible ways UK businesses are using chatbots
94,-5952729859839521828,Investimentos em coaching e mentoring aumentam nas empresas,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,How to augment your career with leadership coaching,Como resolver conflitos no ambiente corporativo us,O que você deve fazer para se tornar um líder melhor?,Lean IT is all about people - o Lean na TI é focado em pessoas
95,-240359174314633445,Comparing React.js to Vue.js for dynamic tabular data,Quick Tip: Working with the JavaScript Battery API,Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema,Santander Vies to Become First Bank to Issue Cash on Blockchain - CoinDesk,"A whole new GitHub Universe: announcing new tools, forums, and features",Vision API - Image Content Analysis
96,6989198691754522425,Front in BH 2016,How One Jira Ticket Made My Employer $1MM/Month: 7 Metrics that Actually Matter - JavaScript Scene,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Python Is Not Java (dirtSimple.org),Design Better Forms - uxdesign.cc - User Experience Design,Promises | Web Fundamentals - Google Developers
97,-6843047699859121724,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais,Why Is Learning Drupal Hard?,Docker 1.12: Now with Built-in Orchestration!,Iniciando com o Docker: Criando suas próprias imagens - Tableless,Iniciando com o Docker: dicas práticas para começar a usar agora mesmo - Tableless
98,7933360486658437274,Brazil's Bank Itaú Joins R3 Blockchain Consortium - CoinDesk,Visa Introduces NFC-Enabled Payment Ring for Team Visa Sponsored Athletes to Use at Rio 2016 Olympic Games,The End Of Apps As We Know Them - Inside Intercom,An operating model for company-wide agile development,WeChat's world,Embracing Agile
99,8690601908689146128,A New Number Format for Computers Could Nuke Approximation Errors for Good,Touch (TV Series 2012-2013),Lists are the new search,Seria Stranger Things uma obra de arte do algoritmo da Netflix?,Our password hashing has no clothes,"Apple's new file manager, APFS, is awesome"
100,8586403905004879205,How to augment your career with leadership coaching,Investimentos em coaching e mentoring aumentam nas empresas,Cinco competências comportamentais para você ser um bom líder,Como resolver conflitos no ambiente corporativo us,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Lean IT is all about people - o Lean na TI é focado em pessoas
101,3382511589554885024,Facebook's WhatsApp does something very different than Google,An overview of web service solutions in Drupal 8,Making open source data more available,The AI business landscape,Spotify UI built with HTML / CSS - Freebiesbug,Touch (TV Series 2012-2013)
102,4555339116751579515,Meet Aquifer: A build system for easier Drupal development,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,Dries Distributions remain a growing opportunity for Drupal - Buytaert,Dries Buytaert,Introduction to Natural Language Processing - University of Michigan | Coursera,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery"
103,3906974906788964502,Modelando APIs REST com Swagger,The Ultimate Solution to Versioning REST APIs: Content Negotiation,Xamarin for Everyone,Vision API - Image Content Analysis,"GitLab launches Issue Boards, an open-source task management tool that resembles Trello",Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog
104,3689128258624052102,Deputada mais jovem da Câmara silencia o plenário com lucidez do discurso (veja o vídeo),Why Is Learning Drupal Hard?,Iniciando com o Docker: dicas práticas para começar a usar agora mesmo - Tableless,Iniciando com o Docker: Criando suas próprias imagens - Tableless,Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais,Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris
105,3035329611795434601,Bots won't replace apps. Better apps will replace apps.,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Being A Developer After 40 - Free Code Camp,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",This Super Accurate Portrait Selection Tech Uses Neural Networks,Ordering coffee in Italy: the 10 commandments
106,-1453783314552286835,Progressive Web App - first introduced on Google I/O | airberlin,Text summarization with TensorFlow,Touch (TV Series 2012-2013),How I sped up the initial render of my Polymer app by 86%,Spotify UI built with HTML / CSS - Freebiesbug,The AI business landscape
107,7277161137091492767,An overview of web service solutions in Drupal 8,Cross-channel user experiences with Drupal,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,The AI business landscape,Touch (TV Series 2012-2013),Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender
108,-401664538366009049,Pinterest's Real-World Pins Let In-Store Shoppers Save Real Items to Virtual Boards,"No, Apple isn't the next BlackBerry - it's the next Microsoft",The return of the machinery question,The AI business landscape,"Secret's founder returns with Bold, a Medium for enterprise",Top 10 Intranet Trends of 2016
109,-4765711818183276269,Google lags behind Amazon and Microsoft's cloud in one important area,"Amazon open-sources its own deep learning software, DSSTNE",How Mark Zuckerberg Led Facebook's War to Crush Google Plus,Why Google App Engine rocks: A Google engineer's take,The AI business landscape,Google Cloud Goes to the Farm
110,7664140604181040222,Will blockchain drive the fourth Industrial Revolution?,Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,Making open source data more available,Bayer anuncia compra da Monsanto por US$ 66 bilhões,"No, Apple isn't the next BlackBerry - it's the next Microsoft","Carne artificial acabará com o agronegócio brasileiro, afirma especialista"
111,-1654063646246197191,Big IT Rising,An operating model for company-wide agile development,An operating model for company-wide agile development,Embracing Agile,Is FinTech Forcing Banking to a Tipping Point?,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com"
112,3149164017776669829,Mobile marketing statistics 2016,Why image recognition is about to transform business,An operating model for company-wide agile development,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Why the customer experience matters,Confused by blockchains? Revolution vs Evolution
113,279771472506428952,5 Unique Features Of Google Compute Engine That No IaaS Provider Could Match,AI Is Here to Help You Write Emails People Will Actually Read,Algorithms and architecture for job recommendations,"Deep Learning for Chatbots, Part 1 - Introduction",Machine Learning Is No Longer Just for Experts,Machine Learning and the VP Debate
114,-3173020603774823976,Welcome Google Cloud Platform!,Why Google App Engine rocks: A Google engineer's take,The AI business landscape,An overview of web service solutions in Drupal 8,"Amazon open-sources its own deep learning software, DSSTNE",Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab
115,-5380376324140474506,Mudanças na App Store podem não conquistar desenvolvedores | EXAME.com,"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet",New MacBook Pro is not a Laptop for Developers Anymore,Berners-Lee quer criar outra Web,Beyond Progressive Web Apps Part 1,The moment when you realize every server in the world is vulnerable - Free Code Camp
116,-5784228041033890044,[E-learning] Design Thinking for Innovation - University of Virginia | Coursera,Design Sprint: onde o design e a velocidade importam,[Tools] A Tool for tracking Kanban projects (that you can cut out and keep) - Emily Webber,[Article] Poka Yoke: o que é e como implementar | Endeavor Brasil,Nubank começa a testar seu programa de fidelidade - Empresas Tech,Why the customer experience matters
117,2259988589066296676,Meio&Mensagem,Can Accenture Take Over Advertising?,The need to lead in data and analytics,Accenture amplia atuação no Brasil,Mobile Time,The surprising truth about which countries lead in digital
118,1468327003955810686,What is WebAssembly? The Dawn of a New Era - JavaScript Scene,StrictMode for Runtime Analysis on Android - Google Developers,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,The Importance of Code Reviews,Post: Just Say mNo to Hungarian Notation,Assista a entrevista de Linus Torvalds no TED legendada
119,-6858665134018491791,Chat Smarter with Allo,"BigQuery 1.11, now with Standard SQL, IAM, and partitioned tables! | Google Cloud Big Data and Machine Learning Blog",Here's proof that Google is getting serious about battling Facebook in a key area,The AI business landscape,Wide & Deep Learning: Better Together with TensorFlow,Making open source data more available
120,8118799783881928573,Usability Heuristics for Bots - Chatbots Magazine,Getting Started with Activity & Fragment Transitions (part 1),Why Deep Learning Is Suddenly Changing Your Life,Building more accessible technology,"Margaret Gould Stewart: How giant websites design for you (and a billion others, too)",Designing smart notifications
121,-4509487968959834430,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Investimentos em coaching e mentoring aumentam nas empresas,O que você deve fazer para se tornar um líder melhor?,Qual é o valor da área de T&D na sua empresa?,Robert Waldinger: Do que é feita uma vida boa? Lições do mais longo estudo sobre felicidade,"Para neurociência, motivação não é fator principal em mudança de hábitos"
122,-6980020268309524947,Cross-channel user experiences with Drupal,An overview of web service solutions in Drupal 8,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,The AI business landscape,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",The return of the machinery question
